Id,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
8701,a2fbba4f-58c2-4e80-a091-dfd52168a5ca,583441,Landing Page Submission,Direct Traffic,No,No,1,1.0,594,1.0,Converted to Lead,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
8306,312d35ea-f448-4578-9326-a22d71acda35,586414,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
7132,00408992-f4a1-4211-9058-e03c4a7851c8,594769,API,Organic Search,No,No,1,2.0,1248,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Cities,,,,,No,No,Email Opened
5126,a2b69233-2c0f-4b83-9b63-d83c4ff8efd0,610663,Landing Page Submission,Google,No,No,0,2.0,1324,2.0,SMS Sent,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent
7879,d2de4291-a087-4f85-814e-0323bdd593bf,589390,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened
3961,bf4352f2-a37c-400e-a83d-b92f2b4751ff,622118,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened
8527,3072c6b2-ae59-413f-b900-f2444c1f3848,584604,Landing Page Submission,Direct Traffic,No,No,0,2.0,407,2.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
8804,266d4a09-76c4-4775-95ee-12662107cfe3,582686,Landing Page Submission,Google,No,No,0,8.0,1361,2.67,SMS Sent,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,SMS Sent
6083,4879cd52-662a-41e1-b7dc-125641aa4973,603162,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Modified
1355,d04f93fe-7bfa-4bff-b4aa-1fefc754ac18,645664,API,Olark Chat,No,No,1,0.0,0,0.0,Email Link Clicked,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Link Clicked
2577,efd4f765-4834-44d7-abf9-024895b3d01f,634783,Landing Page Submission,Direct Traffic,No,No,0,1.0,111,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,01.High,14.0,17.0,No,No,Modified
6914,dcfe1a01-cc8d-4354-a910-16b357d8e8c9,596572,API,Google,No,No,0,1.0,206,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
8435,f2cfd2d6-b06d-4009-9a81-379c2a920236,585427,Landing Page Submission,Google,No,No,1,6.0,1079,6.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened
6886,14492e02-dd67-4aa8-a7ce-7dbfa629588e,596753,Landing Page Submission,Google,No,No,0,5.0,383,5.0,Email Opened,India,Business Administration,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Thane & Outskirts,,,,,No,No,Email Opened
6741,ae46687d-fa5b-4079-9f78-88cf690b7702,598109,Landing Page Submission,Direct Traffic,No,No,1,5.0,1270,2.5,SMS Sent,India,Marketing Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent
5936,0fd5ef48-9e9b-4062-b3a2-9e823a4fcc86,604317,Landing Page Submission,Organic Search,Yes,No,0,8.0,74,8.0,Page Visited on Website,United States,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified
7333,7dbe799a-a1b1-40b7-9b72-c64f6ddc2bf4,593125,API,Google,No,No,0,6.0,1270,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened
98,bc35eede-4208-461c-827e-11108a378df7,659523,API,Google,No,No,1,5.0,1110,5.0,Olark Chat Conversation,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,01.High,02.Medium,16.0,16.0,No,No,Modified
5062,c7e11b7a-37dd-4033-9f52-5bd872a254e3,611225,Lead Add Form,Reference,No,No,1,,1168,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,,,,,No,No,Modified
479,549f44ca-7d3d-42ee-9868-cf00b86265af,655287,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Form Submitted on Website,India,Healthcare Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Select,Mumbai,03.Low,02.Medium,12.0,15.0,No,Yes,Modified
6358,ab9c4307-f9db-4f39-b3cb-c4de3477fae7,601116,Landing Page Submission,Direct Traffic,No,No,0,3.0,1331,3.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened
7507,7c045037-6e82-4067-8d25-e97a43c2cd65,592004,Landing Page Submission,Direct Traffic,No,No,0,2.0,1392,2.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Page Visited on Website
6097,8e2ef488-57f2-4b32-b8de-d61d47055192,603042,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
1697,7211d363-f4e7-4d36-b2f5-7ba34c502062,642886,API,Google,No,No,0,14.0,148,14.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
5076,7d69a4b8-aea0-41dc-9ef8-62b8b9d4b9cd,611150,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
5974,74ac367e-d2ab-4907-9a87-f95884e3424d,604017,Landing Page Submission,Google,No,No,0,10.0,91,3.33,SMS Sent,India,Select,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,Modified
3805,f78f8821-d74c-411f-81cd-4adece23bcd7,623572,API,Google,No,No,0,2.0,1252,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened
8092,ae60c38c-6869-44a9-8ba7-43a77bc1e845,587995,Lead Add Form,,No,No,1,0.0,0,0.0,Email Opened,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
519,79d74b12-ed61-42db-82e3-27495b77e984,655025,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
2190,0e4c0711-6cb5-455d-8e0d-7f9f2cc4f895,638668,Landing Page Submission,Direct Traffic,Yes,No,0,55.0,297,55.0,Page Visited on Website,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,01.High,02.Medium,17.0,13.0,No,Yes,Modified
3288,d5cf619b-d8fc-4c12-a199-d5b2df2e104a,628500,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Business Administration,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Potential Lead,Select,,,,,No,No,Modified
8463,fd02ada3-b007-4995-a990-b1d46c4fbb26,585291,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified
2544,175611de-436d-11e6-b61b-22000aa8e760,635028,Lead Import,,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
1389,765adb3b-1a33-4db8-a1f1-cca50e94c9dc,645386,Landing Page Submission,Direct Traffic,No,No,0,3.0,212,3.0,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,Email Opened
9007,104cd71e-a2e1-488e-9589-c41bcfe0c370,581303,API,Google,No,No,1,4.0,673,2.0,Email Opened,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened
844,403e80b7-da91-486d-981a-a3db2acd267d,651577,API,Organic Search,No,No,0,1.0,143,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified
8881,1817fdfa-09a0-4811-9477-eddd7f56253b,582195,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,34,2.0,Page Visited on Website,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Potential Lead,Mumbai,03.Low,01.High,12.0,19.0,No,Yes,Modified
2897,d0905fc2-e232-45fb-acac-ad1d483e1525,631854,Landing Page Submission,Organic Search,No,No,1,8.0,1355,8.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Yes,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Email Opened
7041,4d575f77-6c39-47a4-86e1-42f260b369d2,595656,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
629,be315a3d-77d8-444a-ac9a-939535e98c6c,653978,Landing Page Submission,Direct Traffic,No,No,0,4.0,327,4.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,13.0,17.0,No,Yes,Email Opened
7416,8f2211c4-c373-43e9-b123-3577e04d7e4d,592650,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,01.High,02.Medium,17.0,14.0,No,No,Modified
7241,271564a0-841b-42d8-b37e-9b2f9e0875d9,593913,Landing Page Submission,Direct Traffic,No,No,0,1.0,42,1.0,Converted to Lead,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13.0,16.0,No,Yes,Modified
3576,6348b911-8f6d-4009-9d5e-db45f4dff345,626270,Landing Page Submission,Direct Traffic,No,No,1,2.0,630,2.0,SMS Sent,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,SMS Sent
1885,f687e4f3-1d55-4083-ba1e-9b40501339df,641291,Landing Page Submission,Organic Search,No,No,0,7.0,255,7.0,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
4817,fadc347e-7ba9-4ef1-8c32-549934a82a75,613769,Landing Page Submission,Google,No,No,0,5.0,1136,2.5,Page Visited on Website,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,,,,,No,No,Modified
5316,19c42bb0-a40b-47d7-80d4-5fd11cf2f491,609043,Landing Page Submission,Google,Yes,No,0,5.0,78,5.0,SMS Sent,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,SMS Sent
6892,7a8aa126-143d-4042-8bba-ff8a19b73432,596724,Landing Page Submission,Direct Traffic,No,No,1,3.0,1129,3.0,SMS Sent,India,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
6885,cc81228b-8c45-4b24-8519-d98828c68390,596759,Landing Page Submission,Direct Traffic,No,No,1,6.0,1266,3.0,Email Opened,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Mumbai,,,,,No,No,Modified
5777,7a0d9a11-5430-4fef-9717-1a2a0ad201a7,605394,API,Google,No,No,1,2.0,804,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
5397,ff8c4539-52bd-41bf-bd9b-e0ac627795d4,608443,Landing Page Submission,Direct Traffic,No,No,0,7.0,386,2.33,Email Opened,India,Human Resource Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
2096,f90c3f5a-1c51-460a-b381-d0586afc5565,639449,Landing Page Submission,Google,No,No,1,7.0,1380,7.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Email Opened
5392,bd1d8e6f-c6ae-4f62-a984-5bad26cf1f2e,608483,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,355,1.0,Email Bounced,,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Modified
1654,14f65545-a240-480f-8882-f94db79d4454,643201,Landing Page Submission,Google,No,No,0,4.0,239,4.0,SMS Sent,India,Supply Chain Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Modified
7117,037b861c-d3a3-4089-96b7-ed40ac5de631,594884,Landing Page Submission,Organic Search,No,No,1,3.0,1375,3.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Metro Cities,,,,,No,Yes,SMS Sent
3679,53592a51-8812-4602-af4f-1d26ed5425a3,624871,Landing Page Submission,Direct Traffic,No,No,1,2.0,1143,2.0,SMS Sent,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
3631,c657640d-3fd9-4c3c-b79c-decdb2a6dcec,625676,Landing Page Submission,Direct Traffic,No,No,1,5.0,1149,5.0,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,,,,,No,Yes,SMS Sent
4806,893a0616-8448-4471-aca1-6a8566063713,613861,Landing Page Submission,Google,No,No,0,5.0,212,5.0,Email Opened,India,Operations Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,No,Email Opened
6518,42306c4d-1324-45be-bcf0-281a4a4e81e1,599856,Landing Page Submission,Direct Traffic,No,No,0,2.0,198,2.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent
3197,8ce9a146-a884-42a2-9189-b7e3c5ebf53c,629418,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
6396,10a99a2c-1f7b-4351-8830-d4eb4631b183,600881,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Olark Chat Conversation
4936,257e4d5b-fc26-41be-af5f-dd8bfefaac27,612669,Landing Page Submission,Google,No,No,0,2.0,336,2.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,No,Email Opened
4920,a17c80fb-31b3-4963-8567-08a9ec166c78,612771,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent
7840,dd461e03-4da8-4e85-8eb1-a1f59249598b,589653,Landing Page Submission,Google,No,No,1,4.0,1483,4.0,Page Visited on Website,India,Operations Management,Advertisements,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
5741,0908c6aa-2c72-49ee-87a9-ae87ada00b14,605767,Landing Page Submission,Direct Traffic,No,No,1,8.0,1594,2.67,SMS Sent,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,,,,,No,Yes,SMS Sent
5323,298569c5-e15a-4c66-8661-ca1eded41ff4,609002,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,150,2.0,Email Bounced,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Other Metro Cities,,,,,No,Yes,Modified
271,014b3eac-a050-4596-b0ad-0be984086a6c,657572,Landing Page Submission,Referral Sites,No,No,1,6.0,104,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,15.0,15.0,No,Yes,Email Opened
7311,d8e00ee5-a292-40aa-a7f8-500ceb808dc7,593339,Landing Page Submission,Direct Traffic,No,No,0,2.0,423,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Opened
1579,71780758-175f-46f3-8d23-055674333b51,643831,Landing Page Submission,Google,No,No,0,4.0,222,1.33,Email Link Clicked,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified
5948,33a58dce-c149-440a-8257-2da0c1806ca0,604207,Landing Page Submission,Organic Search,No,No,0,2.0,62,1.0,Converted to Lead,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Mumbai,,,,,No,No,Modified
4539,bb0abb6c-8f95-45df-beb3-d93b8bafb011,616143,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent
627,b812f00c-e513-4349-b701-3618758a8fe3,653987,API,Referral Sites,No,No,0,3.0,116,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
4106,3c3eba72-cda4-4519-8d79-ee33f99d66b0,620588,Landing Page Submission,Google,No,No,0,2.0,461,2.0,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,,,,,No,No,Modified
8230,3d3838be-070a-40e0-93e6-c53d4880e6fc,587083,Landing Page Submission,Direct Traffic,Yes,No,0,42.0,1148,3.82,Page Visited on Website,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,No,Modified
9017,e35a21a8-b165-43a6-82f2-e71605d6769a,581253,Landing Page Submission,Google,No,No,1,4.0,1291,4.0,Email Opened,India,International Business,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Email Opened
4860,729e244b-5298-4cec-b31d-ac620bd1af81,613438,Landing Page Submission,Google,No,No,1,7.0,1398,3.5,SMS Sent,India,Media and Advertising,Word Of Mouth,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
1452,e82c6e62-29c4-4070-8ef5-16786e35bad0,644912,API,Google,No,No,0,6.0,326,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,16.0,No,Yes,Email Opened
6818,13d6aec8-2bf6-4fb0-8d1f-7e35ecf960fc,597443,API,Google,No,No,0,2.0,247,2.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
3473,47aef6b5-0a4f-4281-9b55-872067135b4f,627119,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened
8257,4eb3a162-3e39-42c9-8f32-35da37c0f141,586828,Landing Page Submission,Direct Traffic,No,No,1,3.0,127,3.0,SMS Sent,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
8555,5c6e2171-cfe8-4561-9def-459f5f1197ba,584427,API,Olark Chat,No,No,0,3.0,321,3.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Olark Chat Conversation
5787,fb582909-5ed2-4ea3-ab64-aa2469387b5e,605328,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent
5148,f9fb4d27-5857-4c56-b600-837fb774ee04,610461,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Select,,,,,No,No,Modified
2465,07df0761-a570-4f2a-91ac-9bae71b64178,636002,Landing Page Submission,Organic Search,No,No,0,3.0,62,3.0,Email Opened,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Email Opened
725,13873f77-40fa-4bce-a003-039e18b94cfc,652948,API,Google,No,No,1,2.0,1208,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14.0,16.0,No,No,Modified
6799,c692e082-ed26-4e21-aa3f-e2c8dbded049,597640,Landing Page Submission,Direct Traffic,No,No,1,6.0,1477,6.0,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened
6279,1b339ce2-ac03-44b6-b128-e99e5240570a,601680,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened
6726,95cabd12-c8e4-498a-adf0-e310876999ff,598209,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened
2901,bf456639-879b-4590-ad7a-fc807ee304b5,631817,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
5363,9a4058e0-9795-4627-bdbe-f76914341e69,608711,Landing Page Submission,Google,No,No,1,4.0,1606,4.0,SMS Sent,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
7517,08e29fd2-d2f7-4b8b-a888-c781acad7ba3,591933,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent
2494,c29457ce-4311-4b05-a7ea-762ccb3b091b,635782,API,Google,No,No,0,2.0,282,2.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
1625,01825b19-c264-4229-80a8-b6ef25f71ef3,643324,Landing Page Submission,Google,No,No,1,3.0,1499,3.0,SMS Sent,India,Healthcare Management,Multiple Sources,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
